,file_name,machine,normal,anormal,artefacts,classification,view_classes_3,is_jaw,is_spine,split_anomaly,split_classification,train_val_test
7056,19_07-13_r,0,x,,,0,2,1,0,train,train,train
7057,19_07-14_l,0,x,,,0,3,1,1,train,train,train
7058,19_07-14_r,0,x,,,0,3,1,1,train,train,train
7059,19_07-15_l,0,x,,,0,2,1,0,train,train,train
7060,19_07-15_r,0,x,,,0,2,1,0,train,train,train
7061,19_07-16_l,0,x,,,0,2,1,0,train,train,train
7062,19_07-16_r,0,x,,,0,3,1,1,train,train,train
7063,19_07-17_l,0,x,,,0,2,1,0,train,train,train
7064,19_07-17_r,0,x,,,0,3,1,1,train,train,train
7065,19_07-18_l,0,x,,,0,2,1,0,train,train,train
7066,19_07-18_r,0,x,,,0,2,1,0,train,train,train
7067,19_07-19_l,0,x,,,0,2,1,0,train,train,test
7068,19_07-19_r,0,x,,,0,3,1,1,train,train,test
7069,19_07-20_l,0,x,,,0,2,1,0,train,train,train
7070,19_07-20_r,0,x,,,0,2,1,0,train,train,train
7071,19_07-21_l,0,x,,,0,1,0,1,train,train,train
7072,19_07-21_r,0,x,,,0,1,0,1,train,train,train
7073,19_07-22_l,0,x,,,0,3,1,1,train,train,train
7074,19_07-22_r,0,x,,,0,3,1,1,train,train,train
7075,19_07-23_l,0,x,,,0,2,1,0,train,train,val
7076,19_07-23_r,0,,x,,8,2,1,0,test,train,val
7077,19_07-24_l,0,x,,,0,3,1,1,train,train,train
7078,19_07-24_r,0,x,,,0,3,1,1,train,train,train
7079,19_07-25_l,0,?,?,,7,1,0,1,test,test,val
7080,19_07-25_r,0,?,?,,7,1,0,1,test,test,val
7081,19_07-26_l,0,x,,,0,2,1,0,train,train,train
7082,19_07-26_r,0,x,,,0,2,1,0,train,train,train
7083,19_07-27_l,0,x,,,0,2,1,0,train,train,train
7084,19_07-27_r,0,x,,,0,2,1,0,train,train,train
7085,19_07-28_l,0,x,,,0,3,1,1,train,train,train
7086,19_07-28_r,0,x,,,0,3,1,1,train,train,train
7087,19_07-29_l,0,x,,,0,2,1,0,train,train,train
7088,19_07-29_r,0,x,,,0,2,1,0,train,train,train
7089,19_07-30_l,0,x,,,0,3,1,1,train,train,train
7090,19_07-30_r,0,x,,,0,3,1,1,train,train,train
7091,19_07-31_l,0,x,,,0,2,1,0,train,train,train
7092,19_07-31_r,0,x,,,0,2,1,0,train,train,train
7093,19_07-32_l,0,x,,,0,2,1,0,train,train,train
7094,19_07-32_r,0,x,,,0,3,1,1,train,train,train
7095,19_07-33_l,0,x,,,0,2,1,0,train,train,train
7096,19_07-33_r,0,x,,,0,3,1,1,train,train,train
7097,19_07-34_l,0,x,,,0,2,1,0,train,train,train
7098,19_07-34_r,0,x,,,0,2,1,0,train,train,train
7099,19_07-35_l,0,x,,,0,2,1,0,train,train,train
7100,19_07-35_r,0,x,,,0,2,1,0,train,train,train
7101,19_07-36_l,0,x,,,0,2,1,0,train,train,test
7102,19_07-36_r,0,x,,,0,2,1,0,train,train,test
7103,19_07-37_l,0,x,,,0,2,1,0,train,train,train
7104,19_07-37_r,0,x,,,0,2,1,0,train,train,train
7105,19_07-38_l,0,x,,,0,2,1,0,train,train,train
7106,19_07-38_r,0,x,,,0,2,1,0,train,train,train
7107,19_07-39_l,0,x,,,0,2,1,0,train,train,train
7108,19_07-39_r,0,x,,,0,3,1,1,train,train,train
7109,19_07-40_l,0,x,,,0,3,1,1,train,train,train
7110,19_07-40_r,0,x,,,0,3,1,1,train,train,train
7111,19_07-41_l,0,x,,x,10,3,1,1,test,test,train
7112,19_07-41_r,0,x,,x,10,3,1,1,test,test,train
7113,19_07-42_l,0,x,,,0,2,1,0,train,train,train
7114,19_07-42_r,0,x,,,0,3,1,1,train,train,train
7115,19_07-43_l,0,x,x,,0,0,0,0,train,train,test
7116,19_07-43_r,0,,x,,8,0,0,0,test,train,test
7117,19_07-44_l,0,x,,,0,3,1,1,train,train,train
7118,19_07-44_r,0,x,,,0,3,1,1,train,train,train
7119,19_07-45_l,0,x,,,0,2,1,0,train,train,train
7120,19_07-45_r,0,x,,,0,2,1,0,train,train,train
7121,19_07-46_l,0,,x,,8,2,1,0,test,test,test
7122,19_07-46_r,0,,x,,8,2,1,0,test,test,test
7123,19_07-47_l,0,x,,,0,2,1,0,train,train,train
7124,19_07-47_r,0,x,,,0,2,1,0,train,train,train
7125,19_07-48_l,0,x,,,0,2,1,0,train,train,val
7126,19_07-48_r,0,x,,,0,2,1,0,train,train,val
7127,19_07-49_l,0,x,,,0,3,1,1,train,train,train
7128,19_07-49_r,0,x,,,0,3,1,1,train,train,train
7129,19_07-50_l,0,x,,,0,2,1,0,train,train,train
7130,19_07-50_r,0,x,,,0,2,1,0,train,train,train
7131,19_07-51_l,0,x,,x,10,2,1,0,test,test,test
7132,19_07-51_r,0,x,,x,10,2,1,0,test,test,test
7133,19_07-52_l,0,?,?,,7,2,1,0,test,test,test
7134,19_07-52_r,0,x,,,0,3,1,1,train,test,test
7135,19_07-53_l,0,x,,,0,1,0,1,train,train,test
7136,19_07-53_r,0,,x,,8,1,0,1,test,train,test
7137,19_07-54_l,0,x,,,0,2,1,0,train,train,train
7138,19_07-54_r,0,x,,,0,2,1,0,train,train,train
7139,19_07-55_l,0,x,,,0,2,1,0,train,train,train
7140,19_07-55_r,0,x,,x,10,2,1,0,train,train,train
7141,19_07-56_l,0,x,,,0,3,1,1,train,train,train
7142,19_07-56_r,0,x,,,0,3,1,1,train,train,train
7143,19_07-57_l,0,x,,,0,3,1,1,train,train,train
7144,19_07-57_r,0,x,,,0,3,1,1,train,train,train
7145,19_07-58_l,0,x,,,0,2,1,0,train,train,train
7146,19_07-58_r,0,x,,,0,2,1,0,train,train,train
7147,19_07-59_l,0,,x,,8,3,1,1,test,test,val
7148,19_07-59_r,0,x,,,0,3,1,1,train,test,val
7149,19_07-60_l,0,x,,,0,2,1,0,test,test,train
7150,19_07-60_r,0,x,,,0,2,1,0,test,test,train
7151,19_07-61_l,0,x,,,0,2,1,0,train,train,train
7152,19_07-61_r,0,x,,,0,2,1,0,train,train,train
7153,19_07-62_l,0,x,,,0,2,1,0,train,train,val
7154,19_07-62_r,0,x,,,0,2,1,0,train,train,val
7155,19_07-63_l,0,x,,,0,3,1,1,train,train,train
7156,19_07-63_r,0,x,,,0,3,1,1,train,train,train
7157,19_07-64_l,0,x,,,0,2,1,0,train,train,train
7158,19_07-64_r,0,x,,,0,3,1,1,train,train,train
7159,19_07-65_l,0,x,,x,10,2,1,0,test,test,train
7160,19_07-65_r,0,x,,,0,3,1,1,train,test,train
7161,19_07-66_l,0,x,,,0,2,1,0,train,train,train
7162,19_07-66_r,0,x,,,0,2,1,0,train,train,train
7163,19_07-67_l,0,x,,?,0,2,1,0,test,test,train
7164,19_07-67_r,0,x,,?,0,2,1,0,test,test,train
7165,19_07-68_l,0,x,,,0,2,1,0,train,train,train
7166,19_07-68_r,0,x,,,0,2,1,0,train,train,train
7167,19_07-69_l,0,x,,,0,2,1,0,train,train,train
7168,19_07-69_r,0,x,,,0,2,1,0,train,train,train
7169,19_07-70_l,0,x,,,0,2,1,0,train,train,train
7170,19_07-70_r,0,x,,,0,2,1,0,train,train,train
7171,19_07-71_l,0,x,,,0,1,0,1,train,train,train
7172,19_07-71_r,0,x,,,0,1,0,1,train,train,train
7173,19_07-72_l,0,x,,x,10,2,1,0,train,train,train
7174,19_07-72_r,0,x,,,0,2,1,0,train,train,train
7175,19_07-73_l,0,x,,,0,2,1,0,train,train,train
7176,19_07-73_r,0,x,,,0,2,1,0,train,train,train
7177,19_07-74_l,0,x,,,0,2,1,0,train,train,val
7178,19_07-74_r,0,x,,,0,2,1,0,train,train,val
7179,19_07-75_l,0,x,,,0,3,1,1,train,train,train
7180,19_07-75_r,0,x,,,0,3,1,1,train,train,train
7181,19_07-76_l,0,x,,,0,2,1,0,test,test,train
7182,19_07-76_r,0,x,,,0,2,1,0,test,test,train
7183,19_07-77_l,0,x,,,0,2,1,0,train,train,train
7184,19_07-77_r,0,x,,,0,3,1,1,train,train,train
7185,19_07-78_l,0,x,,,0,3,1,1,train,train,train
7186,19_07-78_r,0,x,,,0,3,1,1,test,train,train
7187,19_07-79_l,0,x,,,0,3,1,1,train,train,train
7188,19_07-79_r,0,x,,,0,3,1,1,train,train,train
7189,19_07-80_l,0,x,,,0,2,1,0,train,train,train
7190,19_07-80_r,0,x,,,0,2,1,0,train,train,train
7191,19_07-81_l,0,x,,x,10,2,1,0,test,test,train
7192,19_07-81_r,0,x,,x,10,2,1,0,test,test,train
7193,19_07-82_l,0,x,,,0,2,1,0,train,train,train
7194,19_07-82_r,0,x,,,0,2,1,0,train,train,train
7195,19_07-83_l,0,x,,,0,2,1,0,train,train,train
7196,19_07-83_r,0,x,,,0,2,1,0,train,train,train
7197,19_07-84_l,0,x,,,0,2,1,0,train,train,train
7198,19_07-84_r,0,x,,x,10,2,1,0,test,train,train
7199,19_07-85_l,0,x,,,0,3,1,1,train,train,train
7200,19_07-85_r,0,x,,,0,3,1,1,train,train,train
7201,19_07-86_l,0,x,,,0,2,1,0,train,train,train
7202,19_07-86_r,0,x,,,0,2,1,0,train,train,train
7203,19_08-0_l,0,x,,,0,3,1,1,train,train,train
7204,19_08-0_r,0,x,,,0,3,1,1,train,train,train
7205,19_08-1_l,0,x,,,0,2,1,0,train,train,train
7206,19_08-1_r,0,x,,,0,2,1,0,train,train,train
7207,19_08-2_l,0,x,,,0,2,1,0,train,train,val
7208,19_08-2_r,0,x,,,0,2,1,0,train,train,val
7209,19_08-3_l,0,x,,,0,3,1,1,train,train,train
7210,19_08-3_r,0,x,,,0,3,1,1,train,train,train
7211,19_08-4_l,0,x,,,0,2,1,0,train,train,test
7212,19_08-4_r,0,x,,,0,2,1,0,train,train,test
7213,19_08-5_l,0,x,,,0,3,1,1,train,train,train
7214,19_08-5_r,0,x,,,0,3,1,1,train,train,train
7215,19_08-6_l,0,x,,,0,2,1,0,train,train,train
7216,19_08-6_r,0,x,,,0,2,1,0,train,train,train
7217,19_08-7_l,0,x,,,0,2,1,0,train,train,train
7218,19_08-7_r,0,x,,,0,0,0,0,train,train,train
7219,19_08-8_l,0,x,,,0,2,1,0,train,train,train
7220,19_08-8_r,0,x,,x,10,2,1,0,train,train,train
7221,19_08-9_l,0,,x,,8,2,1,0,test,test,val
7222,19_08-9_r,0,x,,,0,2,1,0,train,test,val
7223,19_08-10_l,0,x,,,0,2,1,0,train,train,train
7224,19_08-10_r,0,x,,,0,2,1,0,train,train,train
7225,19_08-11_l,0,x,,,0,3,1,1,train,train,train
7226,19_08-11_r,0,x,,,0,3,1,1,train,train,train
7227,19_08-12_l,0,x,,,0,2,1,0,train,train,test
7228,19_08-12_r,0,x,,,0,2,1,0,train,train,test
7229,19_08-13_l,0,,x,,8,2,1,0,test,test,val
7230,19_08-13_r,0,,x,,8,2,1,0,test,test,val
7231,19_08-14_l,0,x,,,0,2,1,0,train,train,train
7232,19_08-14_r,0,x,,,0,2,1,0,train,train,train
7233,19_08-15_l,0,x,,,0,2,1,0,train,train,train
7234,19_08-15_r,0,x,,,0,3,1,1,train,train,train
7235,19_08-16_l,0,x,,,0,2,1,0,train,train,train
7236,19_08-16_r,0,x,,,0,2,1,0,train,train,train
7237,19_08-17_l,0,x,,,0,2,1,0,train,train,val
7238,19_08-17_r,0,,x,,8,3,1,1,test,train,val
7239,19_08-18_l,0,x,,,0,2,1,0,train,train,train
7240,19_08-18_r,0,x,,,0,2,1,0,train,train,train
7241,19_08-19_l,0,x,,,0,2,1,0,train,train,train
7242,19_08-19_r,0,x,,,0,2,1,0,train,train,train
7243,19_08-20_l,0,x,,x,10,2,1,0,test,test,test
7244,19_08-20_r,0,x,,x,10,2,1,0,test,test,test
7245,19_08-21_l,0,,x,,8,2,1,0,test,test,val
7246,19_08-21_r,0,x,,,0,2,1,0,train,test,val
7247,19_08-22_l,0,x,,,0,2,1,0,train,train,train
7248,19_08-22_r,0,x,,,0,2,1,0,train,train,train
7249,19_08-23_l,0,x,,,0,3,1,1,train,train,train
7250,19_08-23_r,0,x,,,0,3,1,1,train,train,train
7251,19_08-24_l,0,x,,,0,2,1,0,train,train,train
7252,19_08-24_r,0,x,,,0,2,1,0,train,train,train
7253,19_08-25_l,0,x,,,0,2,1,0,train,train,train
7254,19_08-25_r,0,x,,,0,3,1,1,train,train,train
7255,19_08-26_l,0,x,,x,10,2,1,0,test,test,train
7256,19_08-26_r,0,x,,x,10,0,0,0,test,test,train
7257,19_08-27_l,0,x,,,0,3,1,1,train,train,train
7258,19_08-27_r,0,x,,,0,3,1,1,train,train,train
7259,19_08-28_l,0,x,,,0,1,0,1,test,test,train
7260,19_08-28_r,0,x,,,0,1,0,1,test,test,train
7261,19_08-29_l,0,x,,,0,3,1,1,train,train,test
7262,19_08-29_r,0,x,,,0,3,1,1,train,train,test
7263,19_08-30_l,0,x,,x,10,3,1,1,test,test,train
7264,19_08-30_r,0,x,,,0,3,1,1,train,test,train
7265,19_08-31_l,0,x,,,0,2,1,0,train,train,test
7266,19_08-31_r,0,x,,,0,2,1,0,train,train,test
7267,19_08-32_l,0,x,,,0,2,1,0,train,train,train
7268,19_08-32_r,0,x,,,0,2,1,0,train,train,train
7269,19_08-33_l,0,x,,,0,2,1,0,train,train,val
7270,19_08-33_r,0,x,,,0,2,1,0,train,train,val
7271,19_08-34_l,0,x,,,0,2,1,0,train,train,test
7272,19_08-34_r,0,x,,,0,2,1,0,train,train,test
7273,19_08-35_l,0,x,,,0,2,1,0,train,train,train
7274,19_08-35_r,0,x,,,0,2,1,0,train,train,train
7275,19_08-36_l,0,x,,x,10,2,1,0,test,test,train
7276,19_08-36_r,0,x,,x,10,2,1,0,test,test,train
7277,19_08-37_l,0,,x,,8,3,1,1,test,test,test
7278,19_08-37_r,0,x,,,0,2,1,0,train,test,test
7279,19_08-38_l,0,x,,x,10,3,1,1,test,test,train
7280,19_08-38_r,0,x,,x,10,2,1,0,test,test,train
7281,19_08-39_l,0,x,,,0,2,1,0,train,train,train
7282,19_08-39_r,0,x,,,0,2,1,0,train,train,train
7283,19_08-40_l,0,x,,,0,1,0,1,train,train,train
7284,19_08-40_r,0,x,,,0,1,0,1,train,train,train
7285,19_08-41_l,0,x,,,0,2,1,0,train,train,test
7286,19_08-41_r,0,x,,,0,2,1,0,train,train,test
7287,19_08-42_l,0,x,,,0,1,0,1,train,train,train
7288,19_08-42_r,0,x,,,0,1,0,1,train,train,train
7289,19_08-43_l,0,x,,,0,2,1,0,train,train,train
7290,19_08-43_r,0,x,,,0,2,1,0,train,train,train
7291,19_08-44_l,0,,x,,8,2,1,0,test,test,test
7292,19_08-44_r,0,x,,,0,3,1,1,train,test,test
7293,19_08-45_l,0,x,,,0,2,1,0,train,train,train
7294,19_08-45_r,0,x,,,0,2,1,0,train,train,train
7295,19_08-46_l,0,x,,,0,3,1,1,test,test,test
7296,19_08-46_r,0,,x,,8,3,1,1,test,test,test
7297,19_08-47_l,0,x,,,0,3,1,1,train,train,test
7298,19_08-47_r,0,x,,,0,3,1,1,train,train,test
7299,19_08-48_l,0,x,,,0,2,1,0,train,train,train
7300,19_08-48_r,0,x,,,0,2,1,0,train,train,train
7301,19_08-49_l,0,x,,,0,3,1,1,train,train,train
7302,19_08-49_r,0,x,,,0,3,1,1,train,train,train
7303,19_08-50_l,0,,x,,8,2,1,0,test,test,val
7304,19_08-50_r,0,,x,,8,2,1,0,test,test,val
7305,19_08-51_l,0,x,,x,10,2,1,0,test,test,train
7306,19_08-51_r,0,x,,,0,2,1,0,train,test,train
7307,19_08-52_l,0,x,,,0,2,1,0,train,train,train
7308,19_08-52_r,0,x,,,0,2,1,0,train,train,train
7309,19_08-53_l,0,x,,,0,2,1,0,train,train,train
7310,19_08-53_r,0,x,,,0,2,1,0,train,train,train
7311,19_08-54_l,0,x,,,0,3,1,1,train,train,test
7312,19_08-54_r,0,x,,,0,3,1,1,train,train,test
7313,19_08-55_l,0,x,,,0,1,0,1,train,train,train
7314,19_08-55_r,0,x,,,0,2,1,0,train,train,train
7315,19_08-56_l,0,x,,,0,2,1,0,train,train,train
7316,19_08-56_r,0,x,,,0,2,1,0,train,train,train
7317,19_08-57_l,0,x,,x,10,2,1,0,test,test,test
7318,19_08-57_r,0,x,,x,10,2,1,0,test,test,test
7319,19_08-58_l,0,x,,,0,0,0,0,train,train,train
7320,19_08-58_r,0,x,,,0,2,1,0,train,train,train
7321,19_08-59_l,0,x,,,0,2,1,0,train,train,test
7322,19_08-59_r,0,x,,,0,2,1,0,train,train,test
7323,19_08-60_l,0,x,,,0,3,1,1,train,train,train
7324,19_08-60_r,0,x,,,0,3,1,1,train,train,train
7325,19_08-61_l,0,x,,,0,2,1,0,train,train,train
7326,19_08-61_r,0,x,,,0,3,1,1,train,train,train
7327,19_08-62_l,0,,x,,8,1,0,1,test,test,val
7328,19_08-62_r,0,,x,,8,3,1,1,test,test,val
7329,19_08-63_l,0,x,,,0,3,1,1,train,train,train
7330,19_08-63_r,0,x,,,0,3,1,1,train,train,train
7331,19_08-64_l,0,,x,,8,3,1,1,test,test,test
7332,19_08-64_r,0,,x,x,11,3,1,1,test,test,test
7333,19_08-65_l,0,x,,,0,3,1,1,train,train,train
7334,19_08-65_r,0,x,,,0,3,1,1,train,train,train
7335,19_08-66_l,0,x,,,0,2,1,0,train,train,train
7336,19_08-66_r,0,x,,,0,2,1,0,train,train,train
7337,19_08-67_l,0,x,,,0,2,1,0,train,train,train
7338,19_08-67_r,0,x,,,0,2,1,0,train,train,train
7339,19_08-68_l,0,x,,,0,2,1,0,train,train,train
7340,19_08-68_r,0,x,,,0,2,1,0,train,train,train
7341,19_08-69_l,0,x,,,0,2,1,0,train,train,train
7342,19_08-69_r,0,x,,,0,2,1,0,train,train,train
7343,19_08-70_l,0,x,,,0,2,1,0,train,train,train
7344,19_08-70_r,0,x,,,0,2,1,0,train,train,train
7345,19_08-71_l,0,x,,,0,2,1,0,train,train,train
7346,19_08-71_r,0,x,,,0,2,1,0,train,train,train
7347,19_08-72_l,0,x,,,0,3,1,1,train,train,train
7348,19_08-72_r,0,x,,,0,3,1,1,train,train,train
7349,19_08-73_l,0,x,,,0,3,1,1,train,train,train
7350,19_08-73_r,0,x,,,0,3,1,1,train,train,train
7351,19_08-74_l,0,x,,,0,3,1,1,train,train,train
7352,19_08-74_r,0,x,,,0,3,1,1,train,train,train
7353,19_08-75_l,0,x,,,0,2,1,0,train,train,test
7354,19_08-75_r,0,x,,,0,2,1,0,train,train,test
7355,19_08-76_l,0,x,,,0,3,1,1,train,train,train
7356,19_08-76_r,0,x,,,0,3,1,1,train,train,train
7357,19_08-77_l,0,,x,,8,0,0,0,test,test,val
7358,19_08-77_r,0,,x,,8,2,1,0,test,test,val
7359,19_08-78_l,0,x,,,0,2,1,0,train,train,train
7360,19_08-78_r,0,x,,,0,2,1,0,train,train,train
7361,19_08-79_l,0,,x,,8,3,1,1,test,test,test
7362,19_08-79_r,0,,x,,8,3,1,1,test,test,test
7363,19_08-80_l,0,x,,,0,2,1,0,train,train,train
7364,19_08-80_r,0,x,,,0,2,1,0,test,train,train
7365,19_09-0_l,0,x,,,0,2,1,0,train,train,train
7366,19_09-0_r,0,x,,,0,2,1,0,train,train,train
7367,19_09-1_l,0,x,,,0,2,1,0,train,train,train
7368,19_09-1_r,0,x,,,0,2,1,0,train,train,train
7369,19_09-2_l,0,x,,,0,2,1,0,train,train,train
7370,19_09-2_r,0,x,,,0,2,1,0,train,train,train
7371,19_09-3_l,0,x,,x,10,2,1,0,test,test,train
7372,19_09-3_r,0,x,,x,10,2,1,0,test,test,train
7373,19_09-4_l,0,x,,,0,2,1,0,train,train,train
7374,19_09-4_r,0,x,,,0,2,1,0,train,train,train
7375,19_09-5_l,0,x,,,0,3,1,1,train,train,train
7376,19_09-5_r,0,x,,,0,3,1,1,train,train,train
7377,19_09-6_l,0,x,,,0,2,1,0,train,train,train
7378,19_09-6_r,0,x,,,0,2,1,0,train,train,train
7379,19_09-7_l,0,x,,,0,2,1,0,train,train,train
7380,19_09-7_r,0,x,,,0,2,1,0,train,train,train
7381,19_09-8_l,0,x,,,0,2,1,0,train,train,test
7382,19_09-8_r,0,x,,,0,2,1,0,train,train,test
7383,19_09-9_l,0,x,,,0,2,1,0,train,train,train
7384,19_09-9_r,0,x,,,0,2,1,0,train,train,train
7385,19_09-10_l,0,x,,,0,3,1,1,train,train,test
7386,19_09-10_r,0,,x,,8,1,0,1,test,train,test
7387,19_09-11_l,0,x,,x,10,2,1,0,test,test,train
7388,19_09-11_r,0,x,,?,0,2,1,0,test,test,train
7389,19_09-12_l,0,x,,,0,2,1,0,train,train,train
7390,19_09-12_r,0,x,,,0,2,1,0,train,train,train
7391,19_09-13_l,0,,x,,8,3,1,1,test,test,test
7392,19_09-13_r,0,x,,,0,3,1,1,train,test,test
7393,19_09-14_l,0,x,,,0,2,1,0,train,train,train
7394,19_09-14_r,0,x,,,0,2,1,0,train,train,train
7395,19_09-15_l,0,x,,,0,2,1,0,train,train,train
7396,19_09-15_r,0,x,,,0,2,1,0,train,train,train
7397,19_09-16_l,0,x,,,0,3,1,1,train,train,train
7398,19_09-16_r,0,x,,,0,2,1,0,train,train,train
7399,19_09-17_l,0,x,,,0,2,1,0,train,train,train
7400,19_09-17_r,0,x,,,0,2,1,0,train,train,train
7401,19_09-18_l,0,x,,,0,2,1,0,train,train,train
7402,19_09-18_r,0,x,,,0,2,1,0,train,train,train
7403,19_09-19_l,0,x,,,0,2,1,0,train,train,train
7404,19_09-19_r,0,x,,,0,2,1,0,train,train,train
7405,19_09-20_l,0,x,,,0,2,1,0,train,train,train
7406,19_09-20_r,0,x,,,0,2,1,0,train,train,train
7407,19_09-21_l,0,?,?,,7,2,1,0,test,test,test
7408,19_09-21_r,0,?,?,,7,2,1,0,test,test,test
7409,19_09-22_l,0,x,,,0,3,1,1,train,train,train
7410,19_09-22_r,0,x,,,0,3,1,1,train,train,train
7411,19_09-23_l,0,x,,,0,2,1,0,train,train,train
7412,19_09-23_r,0,x,,,0,2,1,0,train,train,train
7413,19_09-24_l,0,x,,,0,2,1,0,train,train,train
7414,19_09-24_r,0,x,,,0,2,1,0,train,train,train
7415,19_09-25_l,0,x,,,0,3,1,1,train,train,train
7416,19_09-25_r,0,x,,,0,3,1,1,train,train,train
7417,19_09-26_l,0,x,,,0,1,0,1,train,train,test
7418,19_09-26_r,0,?,?,,7,0,0,0,test,train,test
7419,19_09-27_l,0,x,,,0,2,1,0,train,train,train
7420,19_09-27_r,0,x,,,0,2,1,0,train,train,train
7421,19_09-28_l,0,x,,,0,2,1,0,train,train,train
7422,19_09-28_r,0,x,,,0,2,1,0,train,train,train
7423,19_09-29_l,0,x,,,0,2,1,0,train,train,train
7424,19_09-29_r,0,x,,,0,3,1,1,train,train,train
7425,19_09-30_l,0,x,,,0,2,1,0,train,train,test
7426,19_09-30_r,0,,x,,8,2,1,0,test,train,test
7427,19_09-31_l,0,x,,x,10,2,1,0,test,test,test
7428,19_09-31_r,0,x,,,0,2,1,0,train,test,test
7429,19_09-32_l,0,x,,,0,2,1,0,train,train,train
7430,19_09-32_r,0,x,,,0,2,1,0,train,train,train
7431,19_09-33_l,0,x,,x,10,2,1,0,test,test,train
7432,19_09-33_r,0,x,,x,10,2,1,0,test,test,train
7433,19_09-34_l,0,x,,,0,0,0,0,train,train,test
7434,19_09-34_r,0,,x,,8,3,1,1,test,train,test
7435,19_09-35_l,0,x,,x,10,2,1,0,test,test,train
7436,19_09-35_r,0,x,,,0,2,1,0,train,test,train
7437,19_09-36_l,0,x,,x,10,2,1,0,test,test,val
7438,19_09-36_r,0,x,,x,10,2,1,0,test,test,val
7439,19_09-37_l,0,x,,,0,2,1,0,train,train,test
7440,19_09-37_r,0,,x,,8,2,1,0,test,train,test
7441,19_09-38_l,0,x,,,0,2,1,0,train,train,train
7442,19_09-38_r,0,x,,,0,2,1,0,train,train,train
7443,19_09-39_l,0,x,,,0,2,1,0,train,train,train
7444,19_09-39_r,0,x,,,0,2,1,0,train,train,train
7445,19_09-40_l,0,x,,,0,2,1,0,train,train,train
7446,19_09-40_r,0,x,,,0,2,1,0,train,train,train
7447,19_09-41_l,0,x,,?,0,2,1,0,test,test,train
7448,19_09-41_r,0,x,,x,10,2,1,0,test,test,train
7449,19_09-42_l,0,x,,,0,3,1,1,train,train,train
7450,19_09-42_r,0,x,,,0,3,1,1,train,train,train
7451,19_09-43_l,0,x,,,0,2,1,0,train,train,train
7452,19_09-43_r,0,x,,,0,2,1,0,train,train,train
7453,19_09-44_l,0,x,,,0,3,1,1,train,train,train
7454,19_09-44_r,0,x,,,0,3,1,1,train,train,train
7455,19_09-45_l,0,x,,,0,2,1,0,train,train,train
7456,19_09-45_r,0,x,,,0,2,1,0,train,train,train
7457,19_09-46_l,0,x,,,0,2,1,0,train,train,train
7458,19_09-46_r,0,x,,,0,2,1,0,train,train,train
7459,19_09-47_l,0,x,,,0,3,1,1,train,train,train
7460,19_09-47_r,0,x,,,0,3,1,1,train,train,train
7461,19_11-0_l,0,x,,,0,2,1,0,train,train,train
7462,19_11-0_r,0,x,,,0,2,1,0,train,train,train
7463,19_11-1_l,0,x,,,0,2,1,0,train,train,val
7464,19_11-1_r,0,x,,,0,2,1,0,train,train,val
7465,19_11-2_l,0,x,,,0,2,1,0,train,train,train
7466,19_11-2_r,0,x,,,0,2,1,0,train,train,train
7467,19_11-3_l,0,x,,,0,3,1,1,test,test,train
7468,19_11-3_r,0,x,,,0,3,1,1,train,test,train
7469,19_11-4_l,0,x,,,0,2,1,0,train,train,test
7470,19_11-4_r,0,x,,,0,2,1,0,train,train,test
7471,19_11-5_l,0,x,,,0,2,1,0,train,train,test
7472,19_11-5_r,0,x,,,0,2,1,0,train,train,test
7473,19_11-6_l,0,x,,,0,3,1,1,train,train,train
7474,19_11-6_r,0,x,,,0,3,1,1,train,train,train
7475,19_11-7_l,0,x,,,0,2,1,0,train,train,train
7476,19_11-7_r,0,x,,,0,2,1,0,train,train,train
7477,19_11-8_l,0,x,,,0,3,1,1,train,train,train
7478,19_11-8_r,0,x,,,0,3,1,1,train,train,train
7479,19_11-9_l,0,x,,,0,3,1,1,train,train,train
7480,19_11-9_r,0,x,,,0,3,1,1,train,train,train
7481,19_11-10_l,0,x,,,0,2,1,0,train,train,train
7482,19_11-10_r,0,x,,,0,2,1,0,train,train,train
7483,19_11-11_l,0,x,,,0,0,0,0,train,train,train
7484,19_11-11_r,0,x,,,0,2,1,0,train,train,train
7485,19_11-12_l,0,x,,,0,2,1,0,train,train,train
7486,19_11-12_r,0,x,,,0,2,1,0,train,train,train
7487,19_11-13_l,0,,x,,8,3,1,1,test,test,test
7488,19_11-13_r,0,x,,,0,3,1,1,train,test,test
7489,19_11-14_l,0,x,,,0,2,1,0,train,train,train
7490,19_11-14_r,0,x,,,0,2,1,0,train,train,train
7491,19_11-15_l,0,x,,,0,1,0,1,train,train,val
7492,19_11-15_r,0,x,,,0,1,0,1,train,train,val
7493,19_11-16_l,0,x,,x,10,1,0,1,test,test,train
7494,19_11-16_r,0,x,,x,10,1,0,1,test,test,train
7495,19_12-0_l,0,x,,,0,3,1,1,train,train,train
7496,19_12-0_r,0,x,,,0,3,1,1,train,train,train
7497,19_12-1_l,0,x,,,0,3,1,1,train,train,train
7498,19_12-1_r,0,x,,,0,3,1,1,train,train,train
7499,19_12-2_l,0,x,,,0,3,1,1,train,train,train
7500,19_12-2_r,0,x,,,0,3,1,1,train,train,train
7501,19_12-3_l,0,x,,,0,2,1,0,train,train,train
7502,19_12-3_r,0,x,,,0,2,1,0,train,train,train
7503,19_12-4_l,0,x,,,0,0,0,0,train,train,test
